annotation_file,image_file,field_id,field_text,ocr_text,similarity_score
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,15,E.30639,E.30639,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,16,None,Hone,0.75
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,17,(coresta),fCorestal,0.6666666666666667
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,18,Type,Type,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,19,Overall,overall,0.8571428571428572
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,20,skip,Skip,0.75
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,21,Dimension,Dimension,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,22,Positioning,Positioning,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,23,Swift,Swift,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,24,Other,other,0.8
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,25,N/A,HAA,0.33333333333333337
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,27,Date:,Date:,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,28,Date:,Date:,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,29,620419245,620319245,0.8888888888888888
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,30,Date:,Date:,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,31,Replaces:,Replaces:,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,32,05045,05045,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,33,New,New,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,34,Page 1 of 10,Page 1 of 10,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,35,RESTRICTED BROWN & WILLIAMSON INTERNATIONAL TOBACCO PRODUCT SPECIFICATION,"RESTRICTETD

BROWN & WILLIAMSON INTERNATIONAL TOBACCO

FRODUCT SPECIFICATION",0.9795918367346939
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,36,HLB- KS,HLB - K&,0.8333333333333334
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,37,B. A. T. CYPRUS,B.A.T. CYPRUS,0.9285714285714286
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,38,Place of Manufacture:,Place of Manufacture:,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,39,Licensee Ref. NO.:,"Licensee Ref, No.:",0.8888888888888888
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,40,CIGARETTE MAKING,CIGARETTE MAKING,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,41,Physical Characteristics,Bhysical Characteristics,0.9583333333333334
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,42,Overall Cigarette Length,Overall Cigarette Length,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,43,Tobacco Rod Length,Tobacco Rod Length,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,44,Filter Plug Length,Filter Plug Length,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,45,Filter Plug Pressure Drop (unencap.),"Filter Plu; Pressure prop {unencap,)",0.8888888888888888
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,46,Filter Plug Pressure Drop encap.,Filter Plug Pressure Drop (encap.!,0.9696969696969697
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,47,Cigarette Circumference,Cigarette Circumference,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,48,Total Pressure Drop (unencap.),Total Pressure Drop {unencap.),0.9666666666666667
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,49,Total Pressure Drop (encap.),Total Pressure Drop {(encap.),0.9824561403508771
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,50,Tipping Length,Tipping Length,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,51,Print Position (from filter end),Print Position (from filter end),1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,52,Moisture content (ex-catcher),Moisture Content (ex-catcher),0.9655172413793104
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,53,Filter ventilation Rate,Filter ventilation Rate,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,54,84 mm,"B84

mm",0.9090909090909091
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,55,64 mm,64,0.5714285714285714
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,56,20 mm,20,0.5714285714285714
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,57,56 mm,56 mm,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,58,56 mm,56,0.5714285714285714
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,59,24.75 mm,24.75mm,0.9333333333333333
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,61,110 mm,110 mm,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,62,25 mm,"25

min",0.7272727272727273
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,63,27 mm,27 mm,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,64,13.5 %,"13,5 &",0.6666666666666667
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,65,Nil %,Hil &,0.6
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,66,Total Cigt. Wt.,"Total Cigt. WE,",0.8666666666666667
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,67,974 mg,974 mg,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,69,245 mg/cc,245  mg/fcc,0.9473684210526316
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,70,Net Tob. Rod Density,Ket Tob. Rod Density,0.95
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,71,Net Net Tobacco,Ket Net Tobacco,0.9333333333333333
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,72,Tipping and Tipping Application,Iipping and Tipping Application,0.967741935483871
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,73,Tipping Paper:,Tipping Faper:,0.9285714285714286
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,74,Supplier Code No(s).,Supplier Code Nois).,0.95
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,75,Imitation Cork,Imitation Cerk,0.9285714285714286
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,76,Perforation Type and No. of lines,"Perforation Type
and No. af lines",0.9696969696969697
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,77,Print Description,Print pescription,0.9411764705882353
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,78,Brown on yellow,Brown on yellow,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,79,Bobbin Width,Bobbin Width,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,80,Robbin Length,Bobbin Laenath,0.8148148148148149
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,81,36 gm/ m2,"35

gn/m?",0.625
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,82,50 mm mm,"50 mm

mm",1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,83,2700 m,2700,0.8
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,84,(Indicate N/A If Not Applicable),{Indicate N/A If Mot Applicable),0.9375
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,85,Supplier (s),Supplier(s},0.8695652173913043
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,86,Supplier Code No (s),Supplier Code Hof=).,0.8
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,87,T.K. 9220,T.K.5220,0.8235294117647058
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,88,Printed Imitation cork,Printed Imitation Cork,0.9545454545454546
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,89,Application Pattern:,Application Pattern:,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,90,Glue Pree Area,Glue Free Area:,0.896551724137931
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,91,mm from mouth end,mm from mouth end,1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,93,Prepared by:,Prepared hy:,0.9166666666666666
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,94,M. HAMERTON / enm,HAMERTON / enm,0.8888888888888888
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,95,"May 1, 1985","May 1, 1985",1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,96,Approved by:,Apptoved by:,0.9166666666666666
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,97,"Director of Technical Operations, Brown & Williamson International Tobacco","Director of Technical Operations,
Brown & Williamson International
Tobacco",1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,98,"May 1, 1985","May 1, 1985",1.0
./funsd/training_data/annotations/0000989556.json,./funsd/training_data/images/0000989556.png,99,"May 1, 1985","May 1, 1985",1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,1,INITIATED,INITIATED,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,2,BY:,"w
a3",0.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,3,COMPLETION,COMPLETION,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,4,COUNTRY:,COUNTRY =,0.8235294117647058
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,6,BELGIUM,BELGIUM,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,7,BY:,o,0.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,8,DATE:,DATE:,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,9,NOTES:,NOTES:,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,10,620429480,620429480,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,11,RECEIVED,RECEIVEN,0.875
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,12,SERVICE REQUEST FROM R & D BY INTERNATIONAL LICENSEE OPERATIONS,"SERVICE REQUEST FROM R&D BY

INTERNATIONAL LICENSEE OPERATIONS",0.9838709677419355
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,14,REQUEST NO.:,REQUEST HO.:,0.9166666666666666
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,15,25- 84,25-84,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,16,"March 27, 1984","March 27, 1934",0.9285714285714286
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,17,P. H. HARPER PHH,P. E. HARPER i{/db,0.7058823529411764
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,18,TARGET DATE:,TARGET DATE:,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,19,"April 13, 1984","April 13, 1984",1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,20,LUCKY STRIKE Filter and VICEROY,LUCKY STRIKE Filter and VICEROY,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,21,NATURE OF WORK:,NATURE OF WORK:,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,22,Advise if locally obtained Yucatan Honey (sample enclosed) is an acceptable substitute for HALWAY.,"Advise if locally obtained Yucatan Honey (sample
enclosed) is an acceptable substitute for HALWAY.",1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,23,R & D COMMENTS:,R&al COMMENTS:,0.8275862068965517
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,24,Target the P A 29Mar 84,"S A DM
Toope? P B
P",0.2857142857142857
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,25,a) Nature of work should be specified in exact terms.,"a) Nature of work should be specified in exact terms,",0.9811320754716981
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,26,b) R & D should advise if completion date cannot be met.,"b]  R&D should advise if completion date cannot he
met.,",0.9369369369369369
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,27,c) Two copies of this form to be sent to R & D by initiator and R & D is to return to T. O. one completed copy.,"€} Two copies of this form to be sent to R&D by
initiater and R&D is to return to T.0. one
completed copy.",0.9444444444444444
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,28,MH/ enm,MH/enm,1.0
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,29,0036/ (r) # 2894M,"0036/ (k)
$2894M",0.8387096774193549
./funsd/training_data/annotations/0000990274.json,./funsd/training_data/images/0000990274.png,30,APR 2 1984 P. H. H.,"APR 21984
P.HH.",0.8823529411764706
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,0,SUBJECT:,UBJECT:,0.9333333333333333
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,1,SAMPLE:,SAMPLE ¢,0.8571428571428572
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,2,CIGARETTES:,CIGARETTES:,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,6,.88,.88,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,8,14.0,14.0,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,11,PREFERENCE:,PREFERENCE:,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,12,Bright,Bright,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,13,39,35,0.5
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,14,34,34,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,15,43,47,0.5
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,16,35,35,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,17,42,42,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,19,9,| o,0.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,20,11,11,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,23,200,100,0.6666666666666667
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,24,100,100,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,25,100,100,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,26,100,100,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,27,100,100,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,28,ATTRIBUTES:,ATTRIBUTES:,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,29,53+++,53+++,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,31,46,46,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,34,(n=),(=),0.8571428571428572
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,41,KL,@,0.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,46,Bright,Bright,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,51,4.09**,4.09%*,0.8333333333333334
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,52,4.59,4.59,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,53,4.31***,4. 31%**,0.8
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,54,3.60**,3.60**,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,55,3.64***,EN-T L,0.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,56,3.39***,3.39%%w,0.5714285714285714
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,57,3.12***,KN vl,0.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,58,3.56***,"3, Gekwk",0.1333333333333333
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,59,4.00,4.00,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,60,3.42,3.42,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,61,3.73**,3.73%,0.7272727272727273
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,62,3.58***,3.5B%*,0.6153846153846154
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,63,4.94,4.94,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,64,3.04,3.04,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,65,3.46***,3. 46w+,0.5714285714285714
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,66,3.28***,"3,28%**",0.7142857142857143
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,67,2.78,2.78,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,68,3.24,3.24,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,69,3.96,3.96,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,70,4.02,4.02,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,71,3.69***,EN-1 Ly,0.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,72,3.02,3.02,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,74,3.21,3.2,0.8571428571428572
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,75,3.95,3.95,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,76,3.99,3.9%,0.75
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,77,3.44,3.44,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,78,2.97*,"2,97",0.6666666666666667
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,79,3.33**,"3,33%",0.5454545454545454
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,80,3.70***,"3,70",0.5454545454545454
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,84,4.71,4.71,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,88,2.78,2.78,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,89,3.26,3.26,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,90,3.96,3.9,0.8571428571428572
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,91,4.35**,"4, 35%%",0.46153846153846156
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,92,3.61*,3.61*,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,93,3.63***,ER,0.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,94,3.45***,3 4EEEd,0.2857142857142857
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,95,3.17***,"3,17",0.5454545454545454
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,96,3.52***,"3, 5%+",0.3076923076923077
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,97,4.07**,4.07**,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,99,3.38,3.38,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,102,2.74,2.74,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,103,3.07,"Y

)",0.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,105,4.27,4.27,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,106,3.58,3.58,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,107,3.65***,3_fEEE,0.15384615384615385
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,109,3.08**,3.0,0.6666666666666667
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,110,3.60*,3.60*,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,111,3.94,N1,0.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,113,3.46,A48,0.2857142857142857
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,118,3.99,3.99,1.0
./funsd/training_data/annotations/0000999294.json,./funsd/training_data/images/0000999294.png,119,620915734,620915734,1.0
